# BLOCK:    VELOCITY:    BLOCK_POFV:    AVE_POFV:    ERROR:
           5        1.16    0.378356    0.304479   0.0650092
           5        1.24    0.404456    0.296609   0.0453605
           5        1.32    0.434201    0.368333   0.0530413
           5         1.4    0.375058    0.338009   0.0341611
           5        1.48    0.340567    0.320914   0.0535278
           5        1.56    0.315162    0.279525   0.0253353
           5        1.64    0.328241    0.350544   0.0256397
           5        1.72    0.335301    0.428993    0.043563
           5         1.8    0.276331    0.349722   0.0292686
           5        1.88    0.454803    0.414155   0.0287715
           5        1.96    0.317824    0.408356   0.0577131
           5        2.04    0.280613    0.465243   0.0815042
           5        2.12    0.295023    0.448958   0.0552864
           5         2.2    0.414699    0.370972   0.0280694
           5        2.28     0.36088    0.307303    0.018478
           5        2.36      0.3989    0.380174   0.0338059
           5        2.44    0.286285     0.45059   0.0437083
           5        2.52    0.363773    0.445799   0.0543407
           5         2.6    0.417998    0.406829   0.0309514
           5        2.68    0.244792    0.310567   0.0373547
           5        2.76    0.207755    0.361806   0.0373982
           5        2.84    0.299421    0.340556   0.0343668
           5        2.92    0.339815    0.289132   0.0137596
           5           3    0.286516    0.275764   0.0229045
           5        3.08     0.18831    0.264838   0.0394881
           5        3.16    0.260938     0.31353    0.027237
           5        3.24     0.27691    0.236181   0.0261677
           5        3.32     0.30081    0.251192   0.0219785
           5         3.4    0.236806    0.164711   0.0266531
           5        3.48    0.184201    0.148657   0.0143545
           5        3.56    0.218924    0.176655   0.0187195
           5        3.64     0.20978    0.155706   0.0230585
           5        3.72   0.0800926   0.0997222   0.0266449
           5         3.8   0.0787616    0.106308      0.0312
           5        3.88    0.103877    0.136458   0.0362621
           5        3.96    0.120602    0.107801   0.0158787
           5        4.04    0.140394   0.0884606   0.0130669
           5        4.12   0.0713542     0.07875    0.010374
           5         4.2    0.165683   0.0954398   0.0272233
           5        4.28   0.0808449   0.0875347    0.020096
           5        4.36   0.0536458   0.0398611  0.00854246
           5        4.44   0.0931134   0.0428356   0.0134258
           5        4.52    0.148669   0.0612153   0.0277129
           5         4.6   0.0469329   0.0246528  0.00993846
           5        4.68   0.0343171    0.024919   0.0133377
           5        4.76   0.0248264   0.0149653  0.00767564
           5        4.84   0.0227431   0.0138542  0.00713233
           5        4.92  0.00931713  0.00751157   0.0038029
           5           5  0.00422454  0.00858796  0.00420047
           5        5.08  0.00497685  0.00972222  0.00531218
           5        5.16   0.0164352  0.00951389  0.00484548
           5        5.24  0.00584491  0.00322917  0.00140742
           5        5.32           0  0.00211806  0.00119965
           5         5.4           0  0.00519676  0.00397803
           5        5.48           0  0.00637731   0.0034642
           5        5.56           0  0.00895833  0.00724388
           5        5.64           0  0.00386574  0.00339329
           5        5.72           0  0.00666667   0.0059241
           5         5.8           0 0.000914352 0.000730617
           5        5.88           0 0.000231481 0.000142695
           5        5.96           0  0.00449074  0.00401664
           5        6.04           0  0.00549769  0.00491728
           5        6.12           0 0.000763889 0.000683243
           5         6.2           0 2.31481e-05 2.07043e-05
           5        6.28           0 3.47222e-05 3.10565e-05
           5        6.36           0 3.47222e-05 3.10565e-05
           5        6.44           0  0.00238426  0.00209394
           5        6.52           0  0.00520833  0.00461975
           5         6.6           0  0.00672454  0.00593727
           5        6.68           0  0.00207176  0.00180172
           5        6.76           0  0.00905093  0.00674024
           5        6.84           0  0.00630787  0.00493751
           5        6.92           0 0.000104167 9.31695e-05
           5           7           0 0.000173611 0.000155282
           5        7.08           0 0.000462963 0.000414087
           5        7.16           0           0           0
           5        7.24           0           0           0
           5        7.32           0           0           0
           5         7.4           0           0           0
           5        7.48           0           0           0
           5        7.56           0           0           0
           5        7.64           0           0           0
           5        7.72           0           0           0
           5         7.8           0           0           0
           5        7.88           0           0           0
           5        7.96           0           0           0

           6        0.04           0           0           0
           6        0.12 0.000405093 6.75154e-05 6.16329e-05
           6         0.2  0.00561343   0.0016686 0.000939433
           6        0.28  0.00706019  0.00190008  0.00106737
           6        0.36   0.0445023   0.0228492  0.00761468
           6        0.44    0.117824   0.0395255   0.0166957
           6        0.52   0.0447917   0.0410494  0.00869061
           6         0.6    0.124942   0.0689525   0.0140449
           6        0.68    0.133102    0.110426   0.0169853
           6        0.76    0.135417    0.099402   0.0189212
           6        0.84    0.133449    0.093586   0.0150074
           6        0.92   0.0678819   0.0841532  0.00977308
           6           1    0.139757    0.162548   0.0168299
           6        1.08    0.228299    0.251206   0.0385555
           6        1.16    0.253646    0.296007   0.0547236
           6        1.24    0.493171    0.329369   0.0482001
           6        1.32    0.353819    0.365914   0.0442562
           6         1.4    0.258623    0.324778   0.0309239
           6        1.48    0.402315    0.334481   0.0462939
           6        1.56    0.328183    0.287635    0.022373
           6        1.64    0.479919    0.372106   0.0290513
           6        1.72    0.208449    0.392236   0.0494347
           6         1.8    0.198727    0.324556   0.0335062
           6        1.88    0.374826      0.4076   0.0247116
           6        1.96    0.472512    0.419049   0.0490748
           6        2.04     0.26522    0.431906   0.0744264
           6        2.12    0.299132    0.423987   0.0514029
           6         2.2    0.337384    0.365374   0.0239429
           6        2.28    0.335475    0.311998   0.0159837
           6        2.36    0.530093     0.40516   0.0362479
           6        2.44    0.457986    0.451823   0.0364409
           6        2.52    0.354803    0.430633    0.047353
           6         2.6    0.357697     0.39864   0.0268542
           6        2.68    0.317361    0.311699   0.0311461
           6        2.76    0.369502    0.363088   0.0311872
           6        2.84     0.33941    0.340365   0.0286396
           6        2.92    0.361748    0.301235   0.0159229
           6           3    0.314699    0.282253   0.0199852
           6        3.08    0.308681    0.272145    0.033576
           6        3.16    0.268692    0.306057   0.0237005
           6        3.24    0.161806    0.223785   0.0245676
           6        3.32    0.295139    0.258517   0.0194977
           6         3.4     0.14809    0.161941   0.0223544
           6        3.48    0.090625    0.138985   0.0148677
           6        3.56    0.118866    0.167024   0.0179068
           6        3.64     0.16985    0.158063   0.0193355
           6        3.72   0.0961806   0.0991319   0.0222106
           6         3.8     0.10897    0.106752   0.0260031
           6        3.88   0.0620949    0.124064    0.032267
           6        3.96    0.108333     0.10789   0.0132325
           6        4.04   0.0913194   0.0889371   0.0108977
           6        4.12    0.124132   0.0863137   0.0110639
           6         4.2    0.103704   0.0968171   0.0227209
           6        4.28   0.0938079   0.0885802   0.0167739
           6        4.36   0.0374421   0.0394579  0.00712822
           6        4.44   0.0144676   0.0381076   0.0119918
           6        4.52   0.0221065   0.0546971   0.0238483
           6         4.6   0.0304398   0.0256173  0.00832872
           6        4.68   0.0704282   0.0325039    0.013095
           6        4.76   0.0484375    0.020544  0.00817609
           6        4.84   0.0553241   0.0207658  0.00866808
           6        4.92   0.0215856  0.00985725  0.00382469
           6           5   0.0513889   0.0157215  0.00739312
           6        5.08   0.0369213   0.0142554  0.00605983
           6        5.16   0.0219329   0.0115837  0.00445811
           6        5.24  0.00127315  0.00290316  0.00121002
           6        5.32   0.0145255  0.00418596   0.0021361
           6         5.4  0.00393519   0.0049865  0.00332058
           6        5.48 0.000520833  0.00540123  0.00302122
           6        5.56   0.0182292   0.0105035  0.00619917
           6        5.64  0.00815972   0.0045814  0.00290223
           6        5.72   0.0246528  0.00966435  0.00564446
           6         5.8     0.01875  0.00388696  0.00278107
           6        5.88  0.00144676 0.000434028 0.000219835
           6        5.96           0  0.00374228  0.00341622
           6        6.04           0   0.0045814  0.00418223
           6        6.12           0 0.000636574  0.00058111
           6         6.2           0 1.92901e-05 1.76094e-05
           6        6.28           0 2.89352e-05 2.64141e-05
           6        6.36           0 2.89352e-05 2.64141e-05
           6        6.44           0  0.00198688  0.00178226
           6        6.52           0  0.00434028   0.0039305
           6         6.6           0  0.00560378   0.0050524
           6        6.68           0  0.00172647  0.00153417
           6        6.76           0  0.00754244   0.0057832
           6        6.84           0  0.00525656  0.00422503
           6        6.92           0 8.68056e-05 7.92423e-05
           6           7           0 0.000144676  0.00013207
           6        7.08           0 0.000385802 0.000352188
           6        7.16           0           0           0
           6        7.24           0           0           0
           6        7.32           0           0           0
           6         7.4           0           0           0
           6        7.48           0           0           0
           6        7.56           0           0           0
           6        7.64           0           0           0
           6        7.72           0           0           0
           6         7.8           0           0           0
           6        7.88           0           0           0
           6        7.96           0           0           0

           7        0.04           0           0           0
           7        0.12  0.00729167  0.00109954 0.000956926
           7         0.2   0.0072338  0.00246362  0.00109095
           7        0.28   0.0233218  0.00496032  0.00297729
           7        0.36   0.0451968   0.0260417  0.00716493
           7        0.44   0.0554977   0.0418072   0.0144657
           7        0.52    0.115741   0.0517196   0.0123724
           7         0.6    0.170833   0.0835069   0.0180691
           7        0.68    0.144097    0.115236   0.0152247
           7        0.76    0.294502    0.127273   0.0304774
           7        0.84    0.168866     0.10434   0.0162665
           7        0.92    0.166319   0.0958912   0.0137212
           7           1     0.28669    0.180283   0.0218559
           7        1.08     0.37338    0.268659   0.0367865
           7        1.16    0.253009    0.289864   0.0472495
           7        1.24    0.222164    0.314054   0.0436797
           7        1.32    0.316262    0.358821   0.0384981
           7         1.4    0.205556    0.307746   0.0308419
           7        1.48      0.2261    0.318998   0.0421902
           7        1.56    0.221991    0.278257   0.0210507
           7        1.64    0.272801     0.35792   0.0281526
           7        1.72    0.260475    0.373413   0.0458162
           7         1.8    0.308333    0.322239   0.0287996
           7        1.88    0.485243    0.418692   0.0235394
           7        1.96    0.413079    0.418196   0.0420715
           7        2.04    0.366898    0.422619   0.0643709
           7        2.12    0.391493    0.419345   0.0442687
           7         2.2    0.419965    0.373173   0.0217555
           7        2.28    0.449479    0.331639   0.0227668
           7        2.36    0.342882    0.396263   0.0321429
           7        2.44    0.342708    0.436235   0.0344078
           7        2.52     0.39294    0.425248   0.0408933
           7         2.6    0.390914    0.397536   0.0230406
           7        2.68    0.461458    0.333094    0.033242
           7        2.76    0.283796    0.351761   0.0287154
           7        2.84    0.281424    0.331944   0.0257562
           7        2.92    0.283912     0.29876   0.0138391
           7           3    0.174711     0.26689   0.0222655
           7        3.08    0.271412     0.27204   0.0287796
           7        3.16    0.300116    0.305208   0.0203299
           7        3.24    0.176736    0.217063   0.0219581
